Brooklyn	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
Brookside	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
Brookwood	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
Brownsboro	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
Brundidge	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
Bryant	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
Bucks	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
Buhl	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
Burnwell	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
Butler	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
Bynum	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
Calera	AL	2017-10-02 10:48:16.572684-04	2017-10-02 10:48:16.572684-04
